customer_city,city_rank
sao miguel do guama,1681
colombia,1682
goianapolis,1683
colonia jordaozinho,1684
sao miguel dos campos,1685
conceicao da feira,1686
conceicao das pedras,1687
conceicao do castelo,1688
general carneiro,1689
agua doce do norte,1690
cachoeira,1691
cafeara,1692
orindiuva,1693
santanesia,1694
fundao,1695
sud mennucci,1696
olho d'agua das flores,1697
visconde de maua,1698
ocaucu,1699
coelho neto,1700
cocal do sul,1701
gouveia,1702
pacatuba,1703
guaranta,1704
sao sebastiao do passe,1705
guaraniacu,1706
munhoz,1707
guaraci,1708
muqui,1709
santa monica,1710
adolfo,1711
santa quiteria,1712
terra de areia,1713
bituruna,1714
guabiruba,1715
sao roque do canaa,1716
cidreira,1717
boa vista da aparecida,1718
teolandia,1719
clevelandia,1720
bom jesus do galho,1721
corupa,1722
sao tiago,1723
esperantina,1724
eugenopolis,1725
nova cruz,1726
sao domingos do prata,1727
estacao,1728
esplanada,1729
divinolandia de minas,1730
pedrinopolis,1731
nova fatima,1732
brauna,1733
bom repouso,1734
pedro canario,1735
dom pedro,1736
eneas marques,1737
nova mutum,1738
dores do rio preto,1739
sao geraldo,1740
sales,1741
peixoto de azevedo,1742
delfinopolis,1743
tabatinga,1744
nova bassano,1745
curuca,1746
cacequi,1747
bom sucesso,1748
santo antonio das missoes,1749
bonfim,1750
tarabai,1751
santo antonio do amparo,1752
peabiru,1753
sao jose do barreiro,1754
surubim,1755
pecanha,1756
cabeceira grande,1757
santo antonio do sudoeste,1758
cruzilia,1759
figueira,1760
pedra azul,1761
nova bandeirantes,1762
sao bento,1763
guaranta do norte,1764
santa rosa de lima,1765
tailandia,1766
alto parnaiba,1767
pinheiro machado,1768
horizonte,1769
abre campo,1770
capim grosso,1771
capao do cipo,1772
barro,1773
iapu,1774
paraibano,1775
capao do leao,1776
santa fe,1777
alto araguaia,1778
ze doca,1779
salto do jacui,1780
imbuia,1781
campinapolis,1782
carapebus,1783
igarata,1784
serra dos aimores,1785
serra do ramalho,1786
vera,1787
silvianopolis,1788
iconha,1789
paraiso do norte,1790
capivari de baixo,1791
silveiras,1792
ibirarema,1793
campos altos,1794
icapui,1795
castelo do piaui,1796
sertanopolis,1797
palma sola,1798
campos gerais,1799
inacio martins,1800
sirinhaem,1801
palmitos,1802
altos,1803
sertao,1804
candido de abreu,1805
indianopolis,1806
catuipe,1807
santa maria de itabira,1808
campos sales,1809
palmeira d'oeste,1810
candelaria,1811
jucurutu,1812
dom silverio,1813
maracacume,1814
pedra,1815
bueno brandao,1816
urubici,1817
cruzalia,1818
mandaguacu,1819
nova monte verde,1820
campo do meio,1821
cristais paulista,1822
cristais,1823
sao jose do egito,1824
capim branco,1825
crisopolis,1826
mato leitao,1827
sao goncalo do para,1828
cabo verde,1829
dumont,1830
cabralia paulista,1831
riachao das neves,1832
curiuva,1833
caarapo,1834
dom basilio,1835
uruana,1836
candiota,1837
pedrinhas paulista,1838
canelinha,1839
jesuitas,1840
jijoca de jericoacoara,1841
renascenca,1842
mantenopolis,1843
diorama,1844
nova santa rosa,1845
vila rica,1846
setubinha,1847
maurilandia,1848
pedreiras,1849
reserva,1850
sideropolis,1851
sao jorge do ivai,1852
joao ramalho,1853
joaquim nabuco,1854
joaquim tavora,1855
mar vermelho,1856
buerarema,1857
nova olinda do maranhao,1858
curralinho,1859
posto da mata,1860
sertania,1861
sao jose da bela vista,1862
aiuruoca,1863
palma,1864
antonio carlos,1865
cidelandia,1866
sao sebastiao da grama,1867
propria,1868
maripa,1869
padre bernardo,1870
chopinzinho,1871
aramari,1872
saudade do iguacu,1873
quarai,1874
sao jose do turvo,1875
parelhas,1876
aquidauana,1877
carmo da cachoeira,1878
clementina,1879
uniao de minas,1880
lavinia,1881
coaraci,1882
populina,1883
chapadinha,1884
mario campos,1885
cameta,1886
sao valentim,1887
aragarcas,1888
sao tomas de aquino,1889
passira,1890
presidente tancredo neves,1891
centenario do sul,1892
araci,1893
chapada,1894
arace,1895
uruoca,1896
uibai,1897
chapada dos guimaraes,1898
lucianopolis,1899
chapada gaucha,1900
sapucai-mirim,1901
edeia,1902
ubaporanga,1903
paracuru,1904
sao miguel do anta,1905
sao mateus do maranhao,1906
carambei,1907
oriente,1908
carajas,1909
cacule,1910
corguinho,1911
coronel martins,1912
sao ludgero,1913
juti,1914
xambre,1915
jussara,1916
corumbaiba,1917
valenca do piaui,1918
parauna,1919
capitao,1920
caiaponia,1921
angulo,1922
anta gorda,1923
quilombo,1924
ubaitaba,1925
carius,1926
senador pompeu,1927
ouro preto do oeste,1928
marco,1929
macedonia,1930
volta grande,1931
conceicao do para,1932
conceicao dos ouros,1933
uaua,1934
condado,1935
lagoa nova,1936
maravilhas,1937
congonhal,1938
pontalina,1939
senhora de oliveira,1940
alcobaca,1941
eliseu martins,1942
mirinzal,1943
itapemirim,1944
balneario rincao,1945
mutuipe,1946
piumhi,1947
terra boa,1948
rio novo,1949
guaiuba,1950
itanhomi,1951
altinopolis,1952
munhoz de melo,1953
guaraciaba do norte,1954
itamira,1955
amelia rodrigues,1956
santa mariana,1957
bernardino de campos,1958
pitanga,1959
rio piracicaba,1960
bandeira do sul,1961
tibagi,1962
itaituba,1963
itaitinga,1964
itaperucu,1965
balneario barra do sul,1966
itatim,1967
balneario arroio do silva,1968
tres irmaos,1969
gandu,1970
pien,1971
pilao arcado,1972
gaurama,1973
santana do mundau,1974
itaquitinga,1975
bodoquena,1976
santana do jacare,1977
santana do araguaia,1978
santana do acarau,1979
glicerio,1980
santana da vargem,1981
pilar,1982
rianapolis,1983
goianinha,1984
santa terezinha de itaipu,1985
goncalves,1986
governador celso ramos,1987
altaneira,1988
governador portela,1989
guaruja do sul,1990
belo vale,1991
pinheiro,1992
guimarania,1993
ibiraja,1994
morada nova de minas,1995
barros cassal,1996
sanharo,1997
salto veloso,1998
rosana,1999
alto rio doce,2000
piranga,2001
ipubi,2002
iguatama,2003
ipu,2004
ilha de itamaraca,2005
barreirinhas,2006
ilhota,2007
saloa,2008
imigrante,2009
barra do turvo,2010
varzelandia,2011
inaciolandia,2012
inaja,2013
salgado filho,2014
ibiraci,2015
morretes,2016
irineopolis,2017
belmonte,2018
santa lucia,2019
rio preto,2020
rio real,2021
itaguara,2022
varre-sai,2023
vera cruz do oeste,2024
hidreletrica tucurui,2025
moju,2026
ritapolis,2027
humaita,2028
santa cruz de monte castelo,2029
morro reuter,2030
barao de cotegipe,2031
iaciara,2032
iacu,2033
iati,2034
pirenopolis,2035
bela cruz,2036
ibiam,2037
morro de sao paulo,2038
gameleira,2039
itapiuna,2040
irape,2041
itubera,2042
entre-ijuis,2043
piedade do rio grande,2044
francisco badaro,2045
vianopolis,2046
tarumirim,2047
poco verde,2048
rio bonito do iguacu,2049
vila dos cabanos,2050
forquilha,2051
jacui,2052
euclides da cunha paulista,2053
erval grande,2054
ivinhema,2055
tucuma,2056
bonfinopolis,2057
picarra,2058
janiopolis,2059
ribeirao do sul,2060
jacinto machado,2061
tanhacu,2062
arroio grande,2063
nova aurora,2064
pocinhos,2065
flores,2066
trombudo central,2067
piacabucu,2068
milagres,2069
florida paulista,2070
analandia,2071
florestopolis,2072
bom jesus do norte,2073
ituacu,2074
brejo da madre de deus,2075
nova canaa do norte,2076
itatinga,2077
fatima,2078
merces,2079
arneiroz,2080
itaueira,2081
itinga,2082
emilianopolis,2083
ribeirao,2084
bom jesus da penha,2085
fatima do sul,2086
sao bento do una,2087
nova alvorada,2088
itororo,2089
perola d'oeste,2090
itiuba,2091
teixeira soares,2092
avelar,2093
jaguaruana,2094
tanque d'arca,2095
miranda,2096
aruana,2097
fazenda nova,2098
abatia,2099
valentim gentil,2100
mondai,2101
xique-xique,2102
poloni,2103
monsenhor tabosa,2104
parai,2105
milha,2106
ventania,2107
maximiliano de almeida,2108
maranguape,2109
mercedes,2110
alvares florence,2111
altonia,2112
alto taquari,2113
antonio pereira,2114
alambari,2115
paranatinga,2116
vila langaro,2117
pedro osorio,2118
alto santo,2119
paranaiguara,2120
vila flores,2121
paranacity,2122
monte alegre,2123
monte verde,2124
meleiro,2125
vila nelita,2126
vigia,2127
nova soure,2128
pedro afonso,2129
moreira sales,2130
alto jequitiba,2131
nova erechim,2132
alto horizonte,2133
pocrane,2134
mombuca,2135
oroco,2136
pereiro,2137
nova canaa paulista,2138
pacuja,2139
anhandui,2140
nuporanga,2141
alterosa,2142
verissimo,2143
ouvidor,2144
witmarsum,2145
ouro verde,2146
aguas de santa barbara,2147
alta floresta d'oeste,2148
ponte serrada,2149
wenceslau braz,2150
vale real,2151
neves paulista,2152
olindina,2153
nazare,2154
vitorino freire,2155
oscar bressane,2156
vista alegre do alto,2157
piedade dos gerais,2158
mirandiba,2159
nazario,2160
miranorte,2161
mata grande,2162
patu,2163
alianca do tocantins,2164
manoel viana,2165
novo sao joaquim,2166
virgem da lapa,2167
pantano grande,2168
amapora,2169
mari,2170
maria da fe,2171
anta,2172
periquito,2173
motuca,2174
palmeiras de goias,2175
portalegre,2176
urutai,2177
pedra bela,2178
alto alegre,2179
pindare mirim,2180
alfredo vasconcelos,2181
americano do brasil,2182
xambioa,2183
novo oriente,2184
mariluz,2185
paulo jacinto,2186
mineiros do tiete,2187
urupa,2188
vere,2189
piata,2190
pindobacu,2191
pedra branca,2192
camutanga,2193
santana do cariri,2194
garrafao do norte,2195
tanque novo,2196
brasil novo,2197
sao bernardo,2198
borrazopolis,2199
figueiropolis d'oeste,2200
santo antonio do itambe,2201
florestal,2202
taquarivai,2203
boninal,2204
formoso,2205
fortuna,2206
santo antonio da alegria,2207
francisco dumont,2208
francisco sa,2209
bom jesus das selvas,2210
fronteiras,2211
fruta de leite,2212
santana dos montes,2213
santana do serido,2214
estrela do norte,2215
estreito,2216
brasileia,2217
dormentes,2218
divisa alegre,2219
sao joao de iracema,2220
sao joao da mata,2221
dois irmaos do buriti,2222
dom aquino,2223
sao joao d'alianca,2224
sao joao batista do gloria,2225
dom vicoso,2226
sao goncalo do rio preto,2227
espirito santo do turvo,2228
breu branco,2229
durande,2230
echapora,2231
tamarana,2232
sao francisco do conde,2233
entre rios do oeste,2234
sao francisco de assis,2235
esperantinopolis,2236
gameleiras,2237
gastao vidigal,2238
tabocas do brejo velho,2239
gaucha do norte,2240
bela vista do paraiso,2241
timburi,2242
santa helena de minas,2243
bela vista,2244
ibiai,2245
beberibe,2246
ibiapina,2247
ibicoara,2248
ibimirim,2249
santa cruz de goias,2250
santa clara do sul,2251
baturite,2252
santa cecilia do pavao,2253
batalha,2254
sangao,2255
tiros,2256
barro alto,2257
ilha comprida,2258
barras,2259
timbe do sul,2260
santa isabel do ivai,2261
herculandia,2262
santa rita de minas,2263
santana do manhuacu,2264
tenente portela,2265
santaluz,2266
goianesia do para,2267
teofilandia,2268
boa viagem,2269
grao mogol,2270
grao para,2271
santa rita d'oeste,2272
belo campo,2273
guajara-mirim,2274
guapiara,2275
terra nova do norte,2276
santa mercedes,2277
guaraciaba,2278
guarani das missoes,2279
bento de abreu,2280
santa margarida,2281
tabuleiro,2282
sao joao do manteninha,2283
ilopolis,2284
sao paulo das missoes,2285
campestre,2286
castanheira,2287
camocim de sao felix,2288
catarina,2289
catu de abrantes,2290
cambira,2291
cedro de sao joao,2292
sapeacu,2293
sao vicente ferrer,2294
sao tome,2295
caldeirao grande,2296
sao sebastiao do maranhao,2297
chapadao do lageado,2298
sao pedro do ivai,2299
sao pedro da uniao,2300
colinas do tocantins,2301
colniza,2302
colonia leopoldina,2303
colorado do oeste,2304
satubinha,2305
carvalhopolis,2306
campina da lagoa,2307
caraubas,2308
candido sales,2309
serrolandia,2310
campos borges,2311
campo novo,2312
serranopolis,2313
capela do alto,2314
capitao poco,2315
seringueiras,2316
caravelas,2317
carrancas,2318
careacu,2319
carire,2320
cariri do tocantins,2321
senador guiomard,2322
carlos chagas,2323
carmo de minas,2324
sinimbu,2325
carneirinho,2326
coluna,2327
conceicao da barra,2328
diogo de vasconcelos,2329
sao miguel do tapuio,2330
sao jose do hortencio,2331
cristal,2332
cristalandia,2333
cristalia,2334
sao jose do cerrito,2335
cruz machado,2336
sao jose de uba,2337
sao jose de mipibu,2338
cuite,2339
curaca,2340
cururupu,2341
david canabarro,2342
denise,2343
buriti dos lopes,2344
descoberto,2345
sao joao do triunfo,2346
sao joao do sul,2347
buriti,2348
sao joao do oriente,2349
coruripe,2350
cachoeira da prata,2351
correntina,2352
sucesso,2353
conceicao das alagoas,2354
conceicao do jacuipe,2355
conceicao do tocantins,2356
caibi,2357
concordia do para,2358
caibate,2359
caiana,2360
coqueiro baixo,2361
coracao de jesus,2362
cachoeira de pajeu,2363
sao martinho,2364
corbelia,2365
coremas,2366
sao luis do paraitinga,2367
sao luis do curu,2368
coronel joao sa,2369
cachoeira dourada,2370
sume,2371
barracao,2372
abadia dos dourados,2373
imaculada,2374
areia branca,2375
reriutaba,2376
arenapolis,2377
barra dos coqueiros,2378
joao alfredo,2379
areiopolis,2380
reginopolis,2381
areia branca dos assis,2382
jose boiteux,2383
resende costa,2384
jose de freitas,2385
julio mesquita,2386
recreio,2387
jundiai do sul,2388
juruena,2389
juvenilia,2390
quixere,2391
tuparetama,2392
jequia da praia,2393
azurita,2394
jaciara,2395
itueta,2396
rio do oeste,2397
rio do antonio,2398
ivate,2399
rio de contas,2400
augusto correa,2401
jaborandi,2402
jaguari,2403
restinga seca,2404
tucunduva,2405
rinopolis,2406
arrozal,2407
ribeirao vermelho,2408
jaqueira,2409
ribeira,2410
tupandi,2411
ladainha,2412
lagoa do ouro,2413
quinta do sol,2414
madre de deus de minas,2415
luzilandia,2416
urai,2417
apodi,2418
prados,2419
machadinho d'oeste,2420
pouso redondo,2421
pouso alto,2422
urandi,2423
lagoa dos gatos,2424
maioba,2425
pote,2426
mairi,2427
major vieira,2428
antonio prado de minas,2429
manduri,2430
manga,2431
lupercio,2432
lunardelli,2433
luminarias,2434
luizlandia do oeste,2435
lagoinha,2436
lajinha,2437
laranjal do jari,2438
ubata,2439
lavras do sul,2440
quadra,2441
liberdade,2442
uchoa,2443
limeira do oeste,2444
umbauba,2445
lobato,2446
lontras,2447
luisburgo,2448
presidente medici,2449
luiziania,2450
itirucu,2451
arembepe,2452
rodelas,2453
balneario gaivota,2454
trairi,2455
itapetim,2456
indiapora,2457
rondon,2458
roca sales,2459
tres arroios,2460
barra do mendes,2461
sabino,2462
bandeira,2463
toropi,2464
itaoca,2465
inubia paulista,2466
inimutaba,2467
barra do choca,2468
itambaraca,2469
tomazina,2470
itacarambi,2471
ipiacu,2472
riqueza,2473
ipigua,2474
itapissuma,2475
rio fortuna,2476
itapora,2477
salmourao,2478
itabaianinha,2479
itaja,2480
itapitanga,2481
rubim,2482
riolandia,2483
itamari,2484
indiana,2485
ita,2486
rodeio bonito,2487
sao roque de minas,2488
sao sebastiao de campos,2489
sao pedro do turvo,2490
pastos bons,2491
passos maia,2492
solanea,2493
santa cruz do prata,2494
solonopole,2495
presidente kubitschek,2496
passo de camaragibe,2497
rubiacea,2498
sao sebastiao do rio verde,2499
sao sebastiao da boa vista,2500
werneck,2501
sao pedro de alcantara,2502
patrocinio do muriae,2503
vitoria das missoes,2504
santa izabel do oeste,2505
ponto dos volantes,2506
ponto novo,2507
sao miguel do cambui,2508
sao miguel do gostoso,2509
rodolfo fernandes,2510
vitoria do mearim,2511
patrocinio paulista,2512
putinga,2513
protasio alves,2514
santa ernestina,2515
romaria,2516
roncador,2517
porangaba,2518
wanderley,2519
princesa isabel,2520
uirauna,2521
pintadas,2522
sonora,2523
pato bragado,2524
sao paulo do potengi,2525
sao thome das letras,2526
rio doce,2527
portelandia,2528
porto esperidiao,2529
santa barbara do sul,2530
venturosa,2531
senador modestino goncalves,2532
simolandia,2533
potim,2534
potengi,2535
sericita,2536
pardinho,2537
tobias barreto,2538
urucuca,2539
silveira martins,2540
serra azul de minas,2541
zacarias,2542
serra de sao bento,2543
serra dourada,2544
serrania,2545
salto do ceu,2546
serranopolis do iguacu,2547
porto trombetas,2548
serrita,2549
serro,2550
salto da divisa,2551
tocos,2552
senador firmino,2553
senador cortes,2554
passagem franca,2555
xavantina,2556
sao vendelino,2557
santa cruz de salinas,2558
sape,2559
piracuruca,2560
passa tres,2561
sapopema,2562
pau brasil,2563
sitio do quinto,2564
presidente kennedy,2565
presidente alves,2566
sarapui,2567
unistalda,2568
porto amazonas,2569
satuba,2570
xapuri,2571
tomar do geru,2572
urucurituba,2573
paripiranga,2574
saude,2575
poxoreu,2576
seberi,2577
segredo,2578
porto calvo,2579
sitio novo,2580
paudalho,2581
tracunhaem,2582
pendencias,2583
santana da boa vista,2584
sao felipe,2585
sao felix do araguaia,2586
rifaina,2587
sao felix do coribe,2588
poco redondo,2589
tangara,2590
pentecoste,2591
ribeiraozinho,2592
sao francisco do guapore,2593
vargem,2594
sao geraldo da piedade,2595
tacaratu,2596
penaforte,2597
tunas do parana,2598
ribeirao branco,2599
vereda,2600
sao goncalo do abaete,2601
pocoes,2602
pocoes de paineiras,2603
taciba,2604
pimenta,2605
santa terezinha,2606
riacho das almas,2607
sao domingos do maranhao,2608
porto firme,2609
sao domingos das dores,2610
rio das antas,2611
santo antonio,2612
placas,2613
picui,2614
vicencia,2615
planaltino,2616
piau,2617
santo antonio do caiua,2618
vicentinopolis,2619
santo antonio do grama,2620
vargem grande do rio pardo,2621
santo antonio do palma,2622
victor graeff,2623
santo antonio do pinhal,2624
planura,2625
santo eduardo,2626
taquaracu de minas,2627
tapiramuta,2628
perpetuo socorro,2629
perola,2630
peritiba,2631
tapirai,2632
taperuaba,2633
sao bras do suacui,2634
riachinho,2635
pedro ii,2636
queluz,2637
sao jose dos quatro marcos,2638
turvolandia,2639
paulo lopes,2640
sao jose do divino,2641
piripa,2642
rancho queimado,2643
varzea alegre,2644
sao jose do goiabal,2645
santa maria do suacui,2646
sao jose do rio claro,2647
santa maria do para,2648
quixelo,2649
quitandinha,2650
santa teresinha,2651
tutoia,2652
santa maria da serra,2653
paula freitas,2654
santa maria da boa vista,2655
rio formoso,2656
quijingue,2657
quevedos,2658
sao luis do quitunde,2659
pontalinda,2660
sucupira do norte,2661
pau d'arco,2662
sao jose do belmonte,2663
rechan,2664
virgolandia,2665
turvania,2666
varjao de minas,2667
vila nova,2668
sao joao das missoes,2669
reserva do cabacal,2670
tuparendi,2671
pimenteiras,2672
sao joao de pirabas,2673
sao joao do ivai,2674
sao joao do manhuacu,2675
pindai,2676
santa rita do ibitipoca,2677
rio tinto,2678
pindoba,2679
pirpirituba,2680
pindorama,2681
pindorama do tocantins,2682
pedras de fogo,2683
sao jorge do patrocinio,2684
redencao do gurgueia,2685
sao jose da coroa grande,2686
sao jose da laje,2687
sao jose da vitoria,2688
tabapora,2689
porto franco,2690
zortea,2691
ferros,2692
itamogi,2693
itapicuru,2694
itapirapua,2695
itapirapua paulista,2696
buritirama,2697
itaquirai,2698
itatiaiucu,2699
itau,2700
buenos aires,2701
itirapina,2702
iuna,2703
ivai,2704
jabora,2705
jaboti,2706
jaboticatubas,2707
jacareacanga,2708
jaci,2709
jacigua,2710
jacinto,2711
brejoes,2712
jaguaquara,2713
jaguaruna,2714
brazabrantes,2715
jandaia,2716
jandaira,2717
bras pires,2718
jaraguari,2719
braco do rio,2720
botuvera,2721
jardim alegre,2722
buritizal,2723
itaguaru,2724
armazem,2725
cachoeira do campo,2726
imbe de minas,2727
campo alegre do fidalgo,2728
campo alegre de goias,2729
inhapi,2730
inhauma,2731
campina do monte alegre,2732
campina das missoes,2733
campestre do maranhao,2734
ipaporanga,2735
campestre da serra,2736
ipe,2737
campanario,2738
cambara do sul,2739
california,2740
ipixuna do para,2741
caldas do jorro,2742
iracema,2743
irai,2744
irai de minas,2745
iramaia,2746
irara,2747
iraucuba,2748
irupi,2749
itabatan,2750
caiua,2751
itacoatiara,2752
itagi,2753
itagiba,2754
itaguaje,2755
jatauba,2756
dario meira,2757
jequitai,2758
jequitiba,2759
barra de santa rosa,2760
barra de guabiraba,2761
barra,2762
lourdes,2763
luiz alves,2764
luiziana,2765
lupionopolis,2766
luz,2767
macambara,2768
bandeirantes do tocantins,2769
macaparana,2770
macaubal,2771
machacalis,2772
baldim,2773
macieira,2774
baianopolis,2775
mae do rio,2776
magda,2777
avelino lopes,2778
mambai,2779
aurea,2780
augusto pestana,2781
mandirituba,2782
ataleia,2783
mansidao,2784
mara rosa,2785
maragogipe,2786
arroio do tigre,2787
arraias,2788
lindoeste,2789
barra de santo antonio,2790
barra de sao miguel,2791
juscimeira,2792
bonfinopolis de minas,2793
jeronimo monteiro,2794
jesupolis,2795
bom retiro do sul,2796
bom retiro,2797
joao camara,2798
jucurucu,2799
junco do serido,2800
junqueiro,2801
jupi,2802
juranda,2803
bom jesus da serra,2804
bodoco,2805
bocaiuva do sul,2806
lencois,2807
jussari,2808
boca da mata,2809
kalore,2810
boa vista do gurupi,2811
lagoa do carro,2812
bias fortes,2813
benevides,2814
belem do sao francisco,2815
bataypora,2816
laranjal,2817
lavras da mangabeira,2818
leandro ferreira,2819
barrolandia,2820
imbau,2821
iguai,2822
igreja nova,2823
centro novo do maranhao,2824
corrego danta,2825
coronel murta,2826
coronel macedo,2827
espigao,2828
espigao alto do iguacu,2829
coroados,2830
coroaci,2831
estrela do indaia,2832
extremoz,2833
congonhinhas,2834
fazenda vilanova,2835
conde,2836
conceicao,2837
feliz deserto,2838
colmeia,2839
paranapua,2840
flor da serra do sul,2841
florai,2842
floreal,2843
florida,2844
chaveslandia,2845
formigueiro,2846
chapada do norte,2847
chale,2848
chacara,2849
frecheirinha,2850
cerro negro,2851
frei lagonegro,2852
cerro grande do sul,2853
engenheiro passos,2854
cortes,2855
corumba de goias,2856
crissiumal,2857
damianopolis,2858
curvelandia,2859
demerval lobao,2860
deodapolis,2861
deputado irapuan pinheiro,2862
cumaru,2863
cumari,2864
cubati,2865
dionisio,2866
cruzeiro da fortaleza,2867
cristopolis,2868
cristiano otoni,2869
dobrada,2870
crisolita,2871
engenheiro beltrao,2872
coxilha,2873
couto de magalhaes,2874
domiciano ribeiro,2875
cotriguacu,2876
dona euzebia,2877
dona francisca,2878
doutor camargo,2879
doutor ulysses,2880
doverlandia,2881
costa marques,2882
corumbatai,2883
elisio medrado,2884
engenheiro balduino,2885
frei martinho,2886
gaviao peixoto,2887
campo florido,2888
general camara,2889
caraiba,2890
caputira,2891
herval,2892
hidrolina,2893
capitao eneas,2894
iacri,2895
capinzal do norte,2896
ibateguara,2897
capetinga,2898
ibiaca,2899
ibiajara,2900
ibiassuce,2901
ibicare,2902
capela de santana,2903
ibipitanga,2904
capao da porteira,2905
ibiracu,2906
ibiraiaras,2907
ibirataia,2908
canitar,2909
caninde de sao francisco,2910
canhotinho,2911
candoi,2912
candido mendes,2913
icarai de minas,2914
ichu,2915
ielmo marinho,2916
igaci,2917
campo magro,2918
guidoval,2919
carinhanha,2920
guariroba,2921
carutapera,2922
celina,2923
ceilandia,2924
getulina,2925
ceara-mirim,2926
cavalcante,2927
caturama,2928
gloria de dourados,2929
gloria do goita,2930
glorinha,2931
castro alves,2932
goiabeira,2933
goianorte,2934
governador lindenberg,2935
carolina,2936
guarda-mor,2937
carnaubal,2938
carnaubais,2939
grandes rios,2940
carnaiba do sertao,2941
carmopolis,2942
guairaca,2943
guamare,2944
carmo do rio verde,2945
guapirama,2946
carlinda,2947
guarara,2948
caririacu,2949
guaratinga,2950
mariapolis,2951
boqueirao do leao,2952
nossa senhora do o,2953
agronomica,2954
alpercata,2955
novo oriente do piaui,2956
murutinga do sul,2957
oliveira dos brejinhos,2958
antonio cardoso,2959
ametista do sul,2960
narandiba,2961
aguia branca,2962
araguapaz,2963
oros,2964
alcantara,2965
agua doce,2966
montauri,2967
amarante,2968
nazareno,2969
meruoca,2970
altamira do parana,2971
alagoinha,2972
amaraji,2973
ouro,2974
arapei,2975
agua comprida,2976
ouro verde de minas,2977
nipoa,2978
medeiros,2979
altinho,2980
araponga,2981
maua da serra,2982
pacoti,2983
aparecida de sao manuel,2984
anadia,2985
monnerat,2986
aquiraz,2987
mojui dos campos,2988
mogi-mirim,2989
alfredo wagner,2990
nova palma,2991
oeiras do para,2992
alhandra,2993
nova olimpia,2994
novo repartimento,2995
aguas de sao pedro,2996
alexandrita,2997
apuiares,2998
nova mamore,2999
moncoes,3000
mucurici,3001
anage,3002
anastacio,3003
nossa senhora do remedio,3004
miraima,3005
muniz freire,3006
aracitaba,3007
almas,3008
muquem do sao francisco,3009
alexandria,3010
olho d'agua das cunhas,3011
agua santa,3012
morro grande,3013
nova itaberaba,3014
nova ipixuna,3015
matutina,3016
agua clara,3017
alto garcas,3018
antonina do norte,3019
nossa senhora de caravaggio,3020
areia,3021
alto parana,3022
alto paraiso,3023
aratuba,3024
nossa senhora das gracas,3025
nova brasilandia d'oeste,3026
montezuma,3027
acegua,3028
palmeirinha,3029
martinho campos,3030
morpara,3031
martins,3032
palmeiras,3033
acaiaca,3034
abrantes,3035
anitapolis,3036
abdon batista,3037
abaiara,3038
parana,3039
marilac,3040
monte gordo,3041
abaira,3042
abare,3043
alto rio novo,3044
alvorada d'oeste,3045
monte formoso,3046
alvarenga,3047
panelas,3048
alvaro de carvalho,3049
monte castelo,3050
marinopolis,3051
mascote,3052
ocara,3053
materlandia,3054
massape,3055
arari,3056
novo itacolomi,3057
paiva,3058
afranio,3059
nonoai,3060
matoes do norte,3061
matelandia,3062
moreilandia,3063
mata roma,3064
nossa senhora da gloria,3065
novo barreiro,3066
ararica,3067
ajuricaba,3068
nova canaa,3069
araripe,3070
matrincha,3071
nova campina,3072
alto caparao,3073
agrestina,3074
nova cantu,3075
monte belo do sul,3076
sarutaia,3077
caseiros,3078
satiro dias,3079
cassia dos coqueiros,3080
castanheiras,3081
alexandra,3082
alagoa nova,3083
sardoa,3084
cedro,3085
vila flor,3086
vieiras,3087
caxingo,3088
vila nova do sul,3089
caxambu do sul,3090
alegrete do piaui,3091
vila bela da santissima trindade,3092
centenario,3093
alegria,3094
cedro do abaete,3095
vermelho,3096
saubara,3097
capistrano,3098
senhora dos remedios,3099
sento se,3100
capoeiras,3101
capivari do sul,3102
serio,3103
alto alegre do maranhao,3104
capitao andrade,3105
serra azul,3106
alto alegre do pindare,3107
serra bonita,3108
alfredo marcondes,3109
serra branca,3110
serra do salitre,3111
capela nova,3112
serra dos dourados,3113
capela do alto alegre,3114
alto piquiri,3115
caparao,3116
venda branca,3117
alto sao joao,3118
caracol,3119
alpestre,3120
caraibas,3121
senador salgado filho,3122
cascalho rico,3123
vicosa do ceara,3124
carnauba dos dantas,3125
sebastiao leal,3126
vicentina,3127
sede alvorada,3128
vicente dutra,3129
alianca,3130
selbach,3131
carmolandia,3132
almino afonso,3133
carmesia,3134
almirante tamandare do sul,3135
vespasiano correa,3136
senador jose porfirio,3137
vertentes,3138
senador la rocque,3139
vermelho novo,3140
caridade,3141
vila pereira,3142
tuparece,3143
sao vitor,3144
agua fria de goias,3145
corumbatai do sul,3146
sao jose do xingu,3147
sao jose dos cordeiros,3148
vitorinos,3149
correntes,3150
corrego fundo,3151
corrego do ouro,3152
vitorino,3153
coronel sapucaia,3154
sao lourenco do piaui,3155
coronel pacheco,3156
vitoria do jari,3157
coronel joao pessoa,3158
wagner,3159
coronel freitas,3160
coronel domingos soares,3161
agua limpa,3162
sao luiz do norte,3163
agua nova,3164
sao mamede,3165
coreau,3166
cordeiros,3167
coracao de maria,3168
coqueiros do sul,3169
sao mateus de minas,3170
contenda,3171
agrolandia,3172
agisse,3173
conselheiro mairinck,3174
sao jose do campestre,3175
curral de cima,3176
cupira,3177
sao jose da boa vista,3178
xexeu,3179
cujubim,3180
sao jose da tapera,3181
cuite velho,3182
cruzeiro do iguacu,3183
